id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0660,Pharmacie Bruno PK17,Douala,Douala IV,PK17,4.019789,9.685103,+237 242 839 164,brunopk17@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0661,Pharmacie Joseph Biyem-Assi,Yaoundé,Yaoundé V,Biyem-Assi,3.893668,11.596679,+237 697 819 657,josephbiyem-as@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0662,Pharmacie de Kotto,Douala,Douala I,Kotto,4.070777,9.766485,+237 699 010 658,kotto@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0663,Pharmacie Saint-Patrick,Yaoundé,Yaoundé VI,Émana,3.933085,11.543151,+237 695 696 836,patrick@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0664,Pharmacie Camille Nkol-Eton,Yaoundé,Yaoundé III,Nkol-Eton,3.803828,11.472207,+237 678 308 657,camilnkol-eton@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0665,Officine Mvé de Bessengue,Douala,Douala III,Bessengue,4.025245,9.664145,+237 694 433 937,mvébessengue@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0666,Pharmacie Pierre Elig-Essono,Yaoundé,Yaoundé VI,Elig-Essono,3.857883,11.43421,+237 693 771 094,pierreelig-ess@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0667,Pharmacie Félicité Odza,Yaoundé,Yaoundé V,Odza,3.834899,11.536143,+237 699 425 852,félicitéodza@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0668,Officine Ateba de Ahala,Yaoundé,Yaoundé VII,Ahala,3.793862,11.487908,+237 222 903 194,atebaahala@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0669,Officine Ateba de PK17,Douala,Douala VI,PK17,4.02793,9.754592,+237 679 212 150,atebapk17@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0670,Officine Kuitche de Etoudi,Yaoundé,Yaoundé II,Etoudi,3.861109,11.517252,+237 655 142 114,kuitcheetoudi@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0671,Pharmacie Camille Bastos,Yaoundé,Yaoundé II,Bastos,3.814574,11.502621,+237 233 063 102,camilbastos@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Non
PHA0672,Officine Biyiti de Bonanjo,Douala,Douala VI,Bonanjo,4.069829,9.729942,+237 243 364 249,biyitibonanjo@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0673,Officine Moussa de Akwa,Douala,Douala II,Akwa,4.005526,9.777459,+237 677 269 708,moussaakwa@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0674,Officine Mvé de Kotto,Douala,Douala I,Kotto,4.046996,9.689987,+237 690 392 236,mvékotto@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0675,Pharmacie Nkeng,Yaoundé,Yaoundé IV,Santa Barbara,3.788389,11.547037,+237 233 734 750,nkeng@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0676,Pharmacie Claire Elig-Essono,Yaoundé,Yaoundé I,Elig-Essono,3.858979,11.48429,+237 692 964 379,claireelig-ess@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Non
PHA0677,Pharmacie de Mimboman,Yaoundé,Yaoundé III,Mimboman,3.841717,11.605188,+237 697 823 092,mimboman@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0678,Officine Mbassi de Djoungolo,Yaoundé,Yaoundé V,Djoungolo,3.748032,11.534057,+237 692 714 482,mbassidjoungol@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0679,Officine Eba de Bangue,Douala,Douala VI,Bangue,4.032925,9.636203,+237 654 833 568,ebabangue@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0680,Pharmacie Bruno Cité Verte,Yaoundé,Yaoundé III,Cité Verte,3.853615,11.571266,+237 655 675 495,brunocitéverte@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0681,Pharmacie de Carrière,Yaoundé,Yaoundé VI,Carrière,3.921161,11.448685,+237 652 669 784,carrière@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0682,Officine Elong de Mvog-Atangana,Yaoundé,Yaoundé I,Mvog-Atangana,3.765788,11.562165,+237 692 187 122,elongmvog-atan@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Non
PHA0683,Pharmacie Augustin Nkomo,Yaoundé,Yaoundé IV,Nkomo,3.936169,11.543109,+237 692 181 247,augustinnkomo@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0684,Pharmacie Cyprien Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.90558,11.556761,+237 677 918 183,cyprienngoa-ek@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0685,Pharmacie du PK14,Douala,Douala II,PK14,4.068427,9.657346,+237 652 718 754,pk14@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0686,Pharmacie de Odza,Yaoundé,Yaoundé I,Odza,3.940766,11.543184,+237 655 758 102,odza@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0687,Pharmacie de Ndog-Passi III,Douala,Douala V,Ndog-Passi III,4.047207,9.676517,+237 693 855 449,ndog-passiiii@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0688,Pharmacie François Ndokoti,Douala,Douala IV,Ndokoti,4.138045,9.73126,+237 690 138 319,françoisndokot@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0689,Pharmacie Élisabeth Sodiko,Douala,Douala III,Sodiko,4.063944,9.724515,+237 655 747 807,élisabethsodik@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0690,Pharmacie de Soboum,Douala,Douala IV,Soboum,3.995921,9.681231,+237 691 826 520,soboum@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Oui
PHA0691,Pharmacie André Mboppi,Douala,Douala VI,Mboppi,4.001961,9.71318,+237 242 042 433,andrémboppi@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0692,Pharmacie André Nkolmesseng,Yaoundé,Yaoundé VII,Nkolmesseng,3.945502,11.524007,+237 242 239 540,andrénkolmesse@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0693,Pharmacie Elong,Douala,Douala IV,PK14,3.999332,9.683304,+237 698 232 916,elong@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Oui
PHA0694,Officine Bikié de Ngoa-Ekélé,Yaoundé,Yaoundé VI,Ngoa-Ekélé,3.786563,11.445555,+237 695 252 508,bikiéngoa-ekél@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0695,Pharmacie Saint-Raphaël,Yaoundé,Yaoundé V,Biteng,3.79013,11.558804,+237 242 849 285,raphaël@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Non
PHA0696,Officine Wamba de Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.802473,11.460354,+237 653 462 586,wambangoa-ekél@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0697,Officine Nlend de Bonapriso,Douala,Douala II,Bonapriso,4.081394,9.769929,+237 233 116 439,nlendbonapriso@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0698,Pharmacie de Biyem-Assi,Yaoundé,Yaoundé IV,Biyem-Assi,3.891073,11.43482,+237 679 083 695,biyem-assi@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0699,Officine Onana de Cité Verte,Yaoundé,Yaoundé V,Cité Verte,3.789643,11.520386,+237 243 539 044,onanacitéverte@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0700,Pharmacie Jean Mbanya,Douala,Douala IV,Mbanya,4.126334,9.704387,+237 679 135 578,jeanmbanya@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0701,Pharmacie Luc Melen,Yaoundé,Yaoundé IV,Melen,3.869871,11.466228,+237 243 316 648,lucmelen@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Oui
PHA0702,Officine Ndoumbe de Nkolbisson,Yaoundé,Yaoundé I,Nkolbisson,3.947361,11.488714,+237 243 064 003,ndoumbenkolbis@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0703,Officine Owona de Ngoa-Ekélé,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.800159,11.522568,+237 677 841 963,owonangoa-ekél@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0704,Pharmacie du Nkomo,Yaoundé,Yaoundé IV,Nkomo,3.810066,11.523116,+237 242 236 332,nkomo@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0705,Pharmacie Paul Kondengui,Yaoundé,Yaoundé II,Kondengui,3.834369,11.520158,+237 652 492 945,paulkondengui@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0706,Pharmacie Ndoumbe,Yaoundé,Yaoundé III,Nkomo,3.854208,11.483752,+237 233 390 831,ndoumbe@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0707,Pharmacie Gabriel Mendong,Yaoundé,Yaoundé III,Mendong,3.900335,11.45875,+237 691 887 180,gabrielmendong@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0708,Officine Tchoupo de PK12,Douala,Douala II,PK12,3.978477,9.672883,+237 692 410 666,tchoupopk12@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0709,Officine Tabi de Mboppi,Douala,Douala VI,Mboppi,4.104942,9.636636,+237 654 751 010,tabimboppi@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0710,Officine Assamba de Soboum,Douala,Douala II,Soboum,4.006696,9.775226,+237 654 187 605,assambasoboum@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0711,Pharmacie Ateba,Yaoundé,Yaoundé V,Nkol-Eton,3.903199,11.474418,+237 697 492 162,ateba@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0712,Pharmacie Monique Bastos,Yaoundé,Yaoundé I,Bastos,3.786367,11.511671,+237 678 151 988,moniquebastos@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0713,Pharmacie Pierre Bessengue,Douala,Douala VI,Bessengue,4.098068,9.657866,+237 693 641 641,pierrebessengu@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0714,Pharmacie du Nkol-Eton,Yaoundé,Yaoundé V,Nkol-Eton,3.864098,11.486134,+237 243 471 478,nkol-eton@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0715,Pharmacie Gabriel PK14,Douala,Douala V,PK14,4.092094,9.664277,+237 697 680 019,gabrielpk14@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0716,Pharmacie du Kondengui,Yaoundé,Yaoundé I,Kondengui,3.813946,11.461275,+237 678 530 008,kondengui@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0717,Officine Elong de Bonapriso,Douala,Douala V,Bonapriso,4.055786,9.721294,+237 652 410 171,elongbonapriso@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Oui
PHA0718,Pharmacie Augustin Sodiko,Douala,Douala VI,Sodiko,3.981837,9.717637,+237 651 748 483,augustinsodiko@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0719,Pharmacie Raphaël Nkoabang,Yaoundé,Yaoundé V,Nkoabang,3.761763,11.495461,+237 696 236 789,raphaëlnkoaban@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0720,Pharmacie Michel Ndog-Passi III,Douala,Douala VI,Ndog-Passi III,4.081387,9.698589,+237 698 628 220,michelndog-pas@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0721,Pharmacie Gabriel Bepanda,Douala,Douala IV,Bepanda,4.122132,9.660026,+237 652 269 046,gabrielbepanda@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0722,Pharmacie Pierre Logbessou,Douala,Douala V,Logbessou,4.070368,9.778695,+237 677 165 431,pierrelogbesso@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0723,Officine Ndoumbe de Boko,Douala,Douala V,Boko,4.046288,9.704573,+237 699 565 003,ndoumbeboko@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0724,Pharmacie Augustin Ndog-Passi III,Douala,Douala I,Ndog-Passi III,3.973169,9.672139,+237 699 309 932,augustinndog-p@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0725,Pharmacie du Mendong,Yaoundé,Yaoundé IV,Mendong,3.87551,11.519135,+237 654 335 276,mendong@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0726,Officine Nkoa de Mbanya,Douala,Douala VI,Mbanya,4.116239,9.672129,+237 695 479 185,nkoambanya@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0727,Pharmacie Cécile PK8,Douala,Douala III,PK8,4.005541,9.63918,+237 691 386 111,cécipk8@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0728,Officine Mvogo de Nkomo,Yaoundé,Yaoundé IV,Nkomo,3.763272,11.497119,+237 242 420 942,mvogonkomo@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Non
PHA0729,Pharmacie Damien Mvog-Ada,Yaoundé,Yaoundé IV,Mvog-Ada,3.877293,11.40324,+237 693 939 903,damienmvog-ada@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0730,Pharmacie Bernadette Akwa,Douala,Douala IV,Akwa,4.021555,9.793398,+237 693 617 353,bernadetteakwa@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0731,Pharmacie Wamba,Yaoundé,Yaoundé II,Madagascar,3.752476,11.540402,+237 696 751 792,wamba@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0732,Pharmacie André Bassa,Douala,Douala IV,Bassa,3.977016,9.740803,+237 652 118 506,andrébassa@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0733,Officine Ndjock de Essos,Yaoundé,Yaoundé III,Essos,3.790795,11.45174,+237 651 717 747,ndjockessos@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0734,Officine Moussa de Bassa,Douala,Douala I,Bassa,4.0453,9.794039,+237 677 395 703,moussabassa@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0735,Pharmacie Jeanne Odza,Yaoundé,Yaoundé I,Odza,3.843848,11.485586,+237 654 752 865,jeanneodza@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0736,Pharmacie Bernadette Madagascar,Yaoundé,Yaoundé VII,Madagascar,3.843683,11.479121,+237 693 426 698,bernadettemada@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0737,Pharmacie Paul Ndogpassi,Douala,Douala IV,Ndogpassi,3.995866,9.650793,+237 679 769 389,paulndogpassi@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0738,Officine Engoulou de Omnisports,Yaoundé,Yaoundé I,Omnisports,3.943751,11.450124,+237 691 003 886,engoulouomnisp@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0739,Pharmacie du Soboum,Douala,Douala V,Soboum,4.107039,9.707669,+237 691 835 406,soboum@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0740,Pharmacie Luc Nkongmondo,Douala,Douala II,Nkongmondo,4.029099,9.73919,+237 651 726 726,lucnkongmondo@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0741,Pharmacie de Simbock,Yaoundé,Yaoundé VI,Simbock,3.801388,11.559723,+237 652 708 793,simbock@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0742,Officine Nguele de Djoungolo,Yaoundé,Yaoundé IV,Djoungolo,3.811674,11.575401,+237 678 417 052,nguedjoungolo@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0743,Officine Belinga de Mokolo,Yaoundé,Yaoundé V,Mokolo,3.913736,11.585957,+237 655 641 034,belingamokolo@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0744,Officine Assamba de Bangue,Douala,Douala III,Bangue,3.990157,9.667317,+237 690 854 257,assambabangue@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0745,Pharmacie Cécile Kondengui,Yaoundé,Yaoundé II,Kondengui,3.77978,11.502657,+237 692 346 073,cécikondengui@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0746,Officine Eba de Odza,Yaoundé,Yaoundé VI,Odza,3.765954,11.561036,+237 690 309 011,ebaodza@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0747,Pharmacie Pierre Mvog-Beti,Yaoundé,Yaoundé V,Mvog-Beti,3.808329,11.571385,+237 695 482 409,pierremvog-bet@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0748,Officine Mvogo de Ngousso,Yaoundé,Yaoundé I,Ngousso,3.827944,11.514239,+237 694 937 409,mvogongousso@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0749,Pharmacie Camille Nkol-Afeme,Yaoundé,Yaoundé II,Nkol-Afeme,3.792648,11.544849,+237 655 511 070,camilnkol-afem@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0750,Officine Zang de Mvog-Mbi,Yaoundé,Yaoundé I,Mvog-Mbi,3.867644,11.599357,+237 697 549 765,zangmvog-mbi@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0751,Officine Ndoumbe de Cité Verte,Yaoundé,Yaoundé VII,Cité Verte,3.890484,11.502356,+237 233 732 199,ndoumbecitéver@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0752,Pharmacie Michel PK14,Douala,Douala II,PK14,4.033817,9.756952,+237 654 169 340,michelpk14@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0753,Officine Engoulou de Ndokoti,Douala,Douala VI,Ndokoti,4.061004,9.64685,+237 691 677 476,engouloundokot@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0754,Pharmacie du Bonamoussadi,Douala,Douala I,Bonamoussadi,3.99199,9.756207,+237 651 458 077,bonamoussadi@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0755,Pharmacie du Logbessou,Douala,Douala I,Logbessou,4.035135,9.622724,+237 243 619 682,logbessou@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0756,Pharmacie Joseph Bali,Douala,Douala V,Bali,4.039873,9.702443,+237 243 801 011,josephbali@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0757,Officine Elong de Nyalla,Douala,Douala IV,Nyalla,4.094092,9.758573,+237 233 539 866,elongnyalla@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0758,Officine Fotso de Bessengue,Douala,Douala VI,Bessengue,4.088586,9.655344,+237 694 830 414,fotsobessengue@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0759,Pharmacie Paul Essos,Yaoundé,Yaoundé VII,Essos,3.892966,11.59421,+237 222 503 321,paulessos@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0760,Officine Mbarga de Madagascar,Yaoundé,Yaoundé II,Madagascar,3.800383,11.533749,+237 650 238 165,mbargamadagasc@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0761,Officine Nlend de Youpwé,Douala,Douala IV,Youpwé,4.083608,9.70139,+237 699 004 434,nlendyoupwé@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0762,Pharmacie Camille Bonaloka,Douala,Douala IV,Bonaloka,4.045739,9.780917,+237 655 563 622,camilbonaloka@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0763,Pharmacie de Olembe,Yaoundé,Yaoundé V,Olembe,3.935265,11.468664,+237 693 295 506,olembe@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0764,Pharmacie Marc Ndog-Passi III,Douala,Douala IV,Ndog-Passi III,4.084764,9.692041,+237 690 800 485,marcndog-passi@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0765,Pharmacie du Ekounou,Yaoundé,Yaoundé V,Ekounou,3.91257,11.461751,+237 677 305 109,ekounou@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0766,Officine Engoulou de Émana,Yaoundé,Yaoundé VII,Émana,3.760279,11.56298,+237 692 164 290,engoulouémana@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0767,Officine Ondoa de Japoma,Douala,Douala VI,Japoma,4.044996,9.666274,+237 653 782 422,ondoajapoma@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0768,Pharmacie Étienne Efoulan,Yaoundé,Yaoundé IV,Efoulan,3.793597,11.539496,+237 696 144 176,étienneefoulan@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0769,Officine Eba de Nsam,Yaoundé,Yaoundé V,Nsam,3.907879,11.48486,+237 653 848 819,ebansam@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0770,Officine Mbarga de Cité Verte,Yaoundé,Yaoundé VI,Cité Verte,3.862004,11.393777,+237 651 819 836,mbargacitévert@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0771,Pharmacie Jeanne New Bell,Douala,Douala IV,New Bell,4.036928,9.795996,+237 655 388 032,jeannenewbell@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0772,Pharmacie Félicité Bessengue,Douala,Douala V,Bessengue,3.967686,9.693845,+237 233 250 052,félicitébessen@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0773,Pharmacie Kamga,Yaoundé,Yaoundé I,Bastos,3.82928,11.462072,+237 652 236 488,kamga@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
PHA0774,Pharmacie Ngoa,Yaoundé,Yaoundé III,Santa Barbara,3.925527,11.544846,+237 690 431 317,ngoa@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0775,Pharmacie de Nkolmesseng,Yaoundé,Yaoundé IV,Nkolmesseng,3.884214,11.514293,+237 691 559 911,nkolmesseng@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0776,Pharmacie de Ndog-Bong,Douala,Douala I,Ndog-Bong,3.987685,9.730255,+237 650 823 593,ndog-bong@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0777,Officine Ondoa de Bonanjo,Douala,Douala II,Bonanjo,4.11199,9.653775,+237 242 465 243,ondoabonanjo@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0778,Pharmacie de Koumassi,Douala,Douala IV,Koumassi,4.058521,9.670184,+237 652 733 380,koumassi@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0779,Officine Bello de Cité Verte,Yaoundé,Yaoundé V,Cité Verte,3.932069,11.437946,+237 651 140 495,bellocitéverte@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0780,Pharmacie Raphaël Bali,Douala,Douala V,Bali,4.023086,9.672243,+237 690 923 327,raphaëlbali@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0781,Pharmacie Marc Cité Verte,Yaoundé,Yaoundé VII,Cité Verte,3.869239,11.529565,+237 694 326 556,marccitéverte@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0782,Officine Mvogo de Makepe,Douala,Douala III,Makepe,4.129981,9.745231,+237 652 661 948,mvogomakepe@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0783,Pharmacie du Youpwé,Douala,Douala II,Youpwé,4.1058,9.662341,+237 696 916 910,youpwé@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0784,Pharmacie Bruno Nkongmondo,Douala,Douala IV,Nkongmondo,4.043559,9.714895,+237 697 202 838,brunonkongmond@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Non
PHA0785,Officine Fotso de Olembe,Yaoundé,Yaoundé III,Olembe,3.93888,11.506104,+237 652 518 606,fotsoolembe@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0786,Pharmacie du Sodiko,Douala,Douala VI,Sodiko,4.030099,9.684119,+237 679 787 553,sodiko@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0787,Pharmacie du Étoa-Meki,Yaoundé,Yaoundé IV,Étoa-Meki,3.881277,11.549171,+237 243 151 927,étoa-meki@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0788,Officine Nguele de Tsinga,Yaoundé,Yaoundé V,Tsinga,3.753268,11.485185,+237 694 525 509,nguetsinga@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Non
PHA0789,Pharmacie André Odza,Yaoundé,Yaoundé III,Odza,3.849096,11.559107,+237 677 035 787,andréodza@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Non
PHA0790,Pharmacie Fouda,Yaoundé,Yaoundé I,Ngousso,3.763945,11.48298,+237 690 292 550,fouda@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
